Name,RatingValue,DatePublished,Review,Sentiment
Dumpling House Restaurant,3,2019-09-01,"CASH only. There's a bunch of banks/ATMS around the area so you're good just in case. Service is less to be desired but the dumplings were pretty solid. If it's your first time, I recommend trying 3 different flavours first for $12-13 (additional $2) instead of committing 12 dumplings to one flavour. They've got steamed and pan-fried. We really like the pork and shrimp - the only juicy and flavourful dumpling. The classic pork and chive were quite dry and the spinach needed salt to save its integrity. Tried their beef noodles and was super garlicky and the noodles were broken up which was annoying to eat.

Overall, will I be back, probably not - considering there are so many other dumpling spots in the area that will probably have better dumplings and better service.",1
Chula Taberna Mexicana,3,2020-01-31,"I forgot, the second time I went, how bad the green curry is and got it again.  Damn it.",1
La Vecchia Ristorante,1,2017-02-04,"I live in the Yonge/ Egg area and always heard this was supposed to be the best place on Yonge for food as the neighbourhood is quite lacking in the food area to begin with. 

I had high hopes for this restaurant but was gravely disappointed with the service and the food. The flavours they have are all wrong. Most of the food was very pungent and did not have a smooth flow of flavours. It was rather sour the risotto we ordered. We also ordered prawns and the sauces they chose were sour and pungent with too much salt. ( it's all in the sauce for Italian dishes). 

The Gnocchi was okay, it tasted like the Costco brand in a cream sauce ( who could mess up a cream sauce tbh) anyhow I am very disappointed. I did not find the food appetizing at all. The flavours were all mixed up and not great on the palette. 

My waiter unfortunately was very short tempered and seemed agitated the whole time whilst serving my family and I. Whenever we did need something he was never available and would rush off before we finished speaking with him. 

Anyway sad to have to review it like this but that is truly my opinion. 

No match to Campagnolo on Dundas or Buca",0
Hotopia Downtown,4,2020-02-02,"Authentic Sichuan style restaurant in Downtown Toronto. The spicy level is more inclined to salty flavour instead of pure spicy one. In this case, it is more acceptable for most of customers. The two dishes we ordered are all pretty good. Personally I prefer the dry pot vegetables dish and all different type of vegetables melts in the dry hot pot in great harmony. Some tips: save your time if you join in the yelp waitlist before your arrival. It can at least save you 15-min waiting time.",2
Tacos El Asador,2,2019-02-26,"Cash only.. it's 2019 
Plates with holes in it.. it's 2019
Food is decent, but get the basics right",0
Stelvio,3,2018-09-26,"This small restaurant isn't a place I would have chosen myself but was suggested to me by a local Torontonian. Stelvio has a location in Toronto as well as in Milan, so my expectations were set really high. The service was great but honestly the food didn't meet my expectations. 
Being a vegetarian my options were limited, so I went with the mushroom risotto. By the time it got to my table it was cold, likely because of the way they plate it; a thin layer of risotto in a large bowl, almost looks like a porridge. 
My colleagues went with the prosciutto and beef wrapped around a thick wooden dowel, which came with polenta fries and looked rather unique, they seemed to enjoy it. 
Wines are all on the pricey side... amarone starts at $185...
All in all I was expecting more.",1
Asian Legend,4,2019-08-30,"For some reason you expect good Chinese food to only be served at ugly restaurants. But not this place. It's modern, clean and still serves rather incredible food. Dim sum, seafood, large dishes etc. The only down side to this place is that they have a limited dim sum menu and there are no old ladies to push the food around in carts.  Everything on the menu is super delicious. They have large party rooms and can easily seat groups of 8-10 in their main area as well. Highly recommend.",2
Playa Cabana,3,2018-09-07,"My friend and I decided on Mexican food for dinner and this popped up as nearby where we were at the time, Yorkville/Annex area. As we walked in, immediately we're greeted and seated in a tight space for 2. The menu was explained to us and water was given, then we were left for a few minutes to decide. 

We decided on salsa fresca & chips, chicken enchiladas suizas and short rib emmoladas along with a bottle each of corona and negra cervezas.

Salsa fresca and chips arrived first, the tomato salsa was delicious, the morita chile seemed to have been grilled before it was mashed together with tomatoes and red onions and went well with the crispy chips. (If you come for anything at all, this would be it and definitely skip the guac as it didn't seem appetizing.)

My friend and I shared the chicken enchiladas suizas and short rib emmoladas, while tasty, I could've gotten it somewhere else for cheaper. 

Because of how tight the space is, I was able to look around at what the other dinners ordered and the the tacos seemed to be more popular, so will have to come back and try those.

We also ordered alfajores, which at $8 for 2 was just meh.",1
Taverna Mercatto,3,2019-11-15,"This is go to for us before a game. The food is consistently good. Service is also good with a good offering. Considering the area, it's good value for the money. Atmosphere is quite lively. Pizza is very good ... wood fired. Friendly casual environment. Good place to visit even if you're not attending a game.",1
El Charro,2,2019-05-26,"Located just across the street from the Broadview TTC station the place is hard to miss. A no frill joint with simple Mexican decor. Based on the reviews ordered the 3 for10$ tacos : Asada, steak and chorizo... I had a lot of hope , but crash landed my expectations with dry and not so fresh tacos. Honestly not at all up to the mark. Wife ordered a tostada with tinga de pollo ( chicken) and was equally disappointed with the serving size and taste. We definitely need to go back to Seven Lives to reset our experience.",0
